year,country,purpose,mode,duration,age,visits_thousand,nights_thousand,millions_spent
2010,USA,Business,Tunnel,8-14 nights,45-54,1.127364017,2.980782073,0.240829952
2010,USA,VFR,Air,1-3 nights,16-24,0.272191912,0.542399549,0.004072144
2010,USA,VFR,Air,4-7 nights,0-15,1.481045042,10.32952651,0.096014817
2010,USA,VFR,Air,4-7 nights,35-44,0.366390153,2.555382648,0.210120426
2010,USA,VFR,Air,4-7 nights,45-54,1.570106618,9.292446663,0.679364941
2010,USA,VFR,Air,4-7 nights,55-64,0.741576774,3.694368661,0.284775379
2010,USA,VFR,Air,4-7 nights,65+,0.366390153,1.82527332,0.235700304
2010,USA,VFR,Air,8-14 nights,0-15,0.307089009,3.671636059,0.065850544
2010,USA,VFR,Air,8-14 nights,25-34,0.521641218,4.157918716,0.133181381
2010,USA,VFR,Air,8-14 nights,35-44,0.614178017,5.201484418,0.094334733
2010,USA,VFR,Air,8-14 nights,45-54,1.528775727,12.96735852,0.915301034
2010,USA,VFR,Air,8-14 nights,55-64,0.239170623,0.953195391,0.080298582
2010,USA,VFR,Air,8-14 nights,65+,0.638582065,7.822763041,0.187050658
2010,USA,VFR,Air,15+ nights,25-34,0.750837274,4.488602871,0.049424968
2010,USA,VFR,Air,15+ nights,35-44,1.536047122,16.63709687,2.016332163
2010,USA,VFR,Air,15+ nights,45-54,0.619531319,9.540557496,1.746392855
2010,USA,VFR,Tunnel,8-14 nights,55-64,1.523268203,1.432021513,0.034833436
2010,USA,Study,Air,15+ nights,16-24,2.450553225,75.96714997,1.57325517
2011,USA,Holiday,Air,4-7 nights,16-24,0.789059508,2.350783967,0.125624253
2011,USA,Holiday,Air,4-7 nights,25-34,2.821271352,11.20692739,1.655984257
2011,USA,Holiday,Air,4-7 nights,35-44,5.509110369,32.8257329,3.267332398
2011,USA,Holiday,Air,4-7 nights,65+,0.256197106,0.757283957,0.086637631
2011,USA,Holiday,Air,8-14 nights,35-44,0.920257408,6.584574227,0.591553974
2011,USA,Holiday,Air,8-14 nights,45-54,2.238076087,31.11605931,2.885055911
2011,USA,Holiday,Air,8-14 nights,55-64,0.494724252,2.818416335,0.521370089
2011,USA,Holiday,Air,15+ nights,25-34,0.386656851,66.42835849,1.975993486
2011,USA,Holiday,Air,15+ nights,35-44,0.310800382,4.629717698,0.495660998
2011,USA,Holiday,Sea,8-14 nights,35-44,0.210407784,0.631223353,0.034296469
2011,USA,Business,Air,1-3 nights,25-34,0.223354652,0.229821486,0.007876498
2011,USA,Business,Air,1-3 nights,35-44,2.647519391,5.986768905,1.228129888
2011,USA,Business,Air,1-3 nights,45-54,3.402544968,7.716112172,0.805821054
2011,USA,Business,Air,1-3 nights,55-64,0.709586232,0.73013103,0.010724241
2011,USA,Business,Air,4-7 nights,0-15,0.213625025,0.42985886,0.055106421
2011,USA,Business,Air,4-7 nights,25-34,0.522603275,1.613202949,0.204791352
2011,USA,Business,Air,4-7 nights,35-44,1.288495999,6.202345017,0.313339168
2011,USA,Business,Air,4-7 nights,45-54,2.584609529,14.50402837,3.785301395
2011,USA,Business,Air,8-14 nights,25-34,0.694214735,2.142943438,0.217304561
2011,USA,Business,Air,8-14 nights,35-44,0.371311301,1.120735637,0.006226161
2011,USA,Business,Air,8-14 nights,45-54,0.550167259,4.508928214,0.428895176
2011,USA,Business,Air,15+ nights,25-34,0.344956506,1.064832312,0.277244142
2011,USA,Business,Air,15+ nights,35-44,0.350850037,9.747223334,0.270428883
2011,USA,Business,Air,15+ nights,55-64,0.552251438,6.818890665,0.545296918
2011,USA,VFR,Air,1-3 nights,25-34,0.266193478,0.531364523,0.030586161
2011,USA,VFR,Air,1-3 nights,45-54,0.632054941,1.2616822,0.325230885
2011,USA,VFR,Air,4-7 nights,16-24,0.558480854,2.985810419,0.159395103
2011,USA,VFR,Air,4-7 nights,35-44,0.573224948,3.428309458,0.292686073
2011,USA,VFR,Air,4-7 nights,45-54,0.729888086,3.642431797,0.087511926
2011,USA,VFR,Air,8-14 nights,16-24,1.083603081,10.44537365,0.1514349
2011,USA,VFR,Air,8-14 nights,25-34,1.338163981,12.07097291,0.616533272
2011,USA,VFR,Air,8-14 nights,35-44,1.008664234,10.26511337,0.278701593
2011,USA,VFR,Air,8-14 nights,45-54,0.643720191,6.708683981,0.860745637
2011,USA,VFR,Air,8-14 nights,55-64,5.484692923,59.12302768,1.361046692
2011,USA,VFR,Air,8-14 nights,65+,0.25444769,2.539590318,0.130928883
2011,USA,VFR,Air,15+ nights,0-15,0.359329519,6.455509893,0.256701649
2011,USA,VFR,Air,15+ nights,25-34,0.550584149,3.351647364,0.057222008
2011,USA,VFR,Air,15+ nights,35-44,0.643720191,9.921103718,0.194495031
2011,USA,VFR,Air,15+ nights,45-54,1.067032584,3.833087411,0.047785059
2011,USA,Other,Air,1-3 nights,55-64,0.561524236,1.060804562,0.10352687
2011,USA,Other,Air,15+ nights,16-24,0.279238035,13.45183795,1.101069155
2011,USA,Holiday,Air,1-3 nights,25-34,3.04023285,9.14435241,1.076918077
2011,USA,Holiday,Air,1-3 nights,55-64,0.251811027,0.769444389,0.105113508
2011,USA,Holiday,Air,4-7 nights,0-15,5.200096519,37.07581296,1.322557225
2011,USA,Holiday,Air,4-7 nights,16-24,3.25048819,8.492524502,0.744022923
2011,USA,Holiday,Air,4-7 nights,25-34,0.696144702,0.709056365,0.080245341
2011,USA,Holiday,Air,4-7 nights,35-44,1.463327398,6.231176736,0.540412586
2011,USA,Holiday,Air,4-7 nights,45-54,0.302619249,2.157624311,0.342744605
2011,USA,Holiday,Air,4-7 nights,55-64,2.78843761,14.57443842,0.485856509
2011,USA,Holiday,Air,4-7 nights,65+,8.74146685,39.16284636,6.383684117
2011,USA,Holiday,Air,8-14 nights,0-15,1.198919504,7.14777616,0.803242587
2011,USA,Holiday,Air,8-14 nights,16-24,2.648522736,15.8591367,2.10879796
2011,USA,Holiday,Air,8-14 nights,25-34,0.629527568,1.603009144,0.05662461
2011,USA,Holiday,Air,8-14 nights,35-44,1.772379787,6.871708369,1.014819627
2011,USA,Holiday,Air,8-14 nights,45-54,2.606986398,16.27323305,2.071331127
2011,USA,Holiday,Air,8-14 nights,55-64,5.196215818,29.10263873,3.759884084
2011,USA,Holiday,Air,8-14 nights,65+,1.158059003,7.835943248,0.527509357
2011,USA,Holiday,Air,15+ nights,16-24,0.251811027,1.282407315,0.029080176
2011,USA,Holiday,Air,15+ nights,55-64,1.553274762,8.979933314,0.791859044
2011,USA,Holiday,Air,15+ nights,65+,2.70714608,38.79064932,2.541417434
2011,USA,Holiday,Sea,4-7 nights,55-64,1.839099964,8.457111445,2.460082034
2011,USA,Holiday,Sea,4-7 nights,65+,0.173068793,0.877348319,0.047496108
2011,USA,Holiday,Sea,15+ nights,65+,0.173068793,1.228287647,0.068437287
2011,USA,Holiday,Tunnel,8-14 nights,55-64,1.617338822,8.198875563,0.940758559
2011,USA,Business,Air,1-3 nights,25-34,0.795560245,2.345589456,0.24890942
2011,USA,Business,Air,1-3 nights,35-44,2.133280806,3.606058984,1.088428953
2011,USA,Business,Air,1-3 nights,45-54,1.831324186,2.465762855,0.721005132
2011,USA,Business,Air,4-7 nights,16-24,2.692621904,10.65070165,1.139602686
2011,USA,Business,Air,4-7 nights,25-34,0.960238468,3.32595518,0.778447031
2011,USA,Business,Air,4-7 nights,35-44,0.301726545,2.075722213,1.877553416
2011,USA,Business,Air,4-7 nights,45-54,2.692621904,10.65070165,1.364872985
2011,USA,Business,Air,4-7 nights,55-64,0.370846122,1.457845184,0.159713167
2011,USA,Business,Air,8-14 nights,16-24,0.382317712,1.502941524,0.006213867
2011,USA,Business,Air,8-14 nights,35-44,0.382317712,4.13308919,0.955036818
2011,USA,Business,Air,8-14 nights,45-54,1.165468871,7.999624707,0.9709005
2011,USA,Business,Air,8-14 nights,55-64,3.368595609,26.63127416,1.496923205
2011,USA,Business,Air,8-14 nights,65+,0.743638555,7.110666111,0.799942309
2011,USA,Business,Air,15+ nights,25-34,0.301281844,2.072662903,0.412601085
2011,USA,Business,Air,15+ nights,35-44,0.337461713,2.653213309,0.239842185
2011,USA,Business,Air,15+ nights,45-54,0.301726545,0.59306349,0.018580736
2011,USA,VFR,Air,4-7 nights,16-24,0.490850304,3.04759742,0.497993346
2011,USA,VFR,Air,4-7 nights,25-34,1.7039924,10.790337,0.384022823
2011,USA,VFR,Air,4-7 nights,35-44,1.629367502,6.274926986,0.496520388
2011,USA,VFR,Air,4-7 nights,55-64,2.871835106,18.23036302,0.880847256
2011,USA,VFR,Air,8-14 nights,0-15,0.539451748,2.791128885,0.233580093
2011,USA,VFR,Air,8-14 nights,25-34,0.38017825,2.360455405,0.106022779
2011,USA,VFR,Air,8-14 nights,35-44,3.208186545,9.15310529,0.189866195
2011,USA,VFR,Air,8-14 nights,45-54,2.311880566,15.81203203,0.477329569
2011,USA,VFR,Air,8-14 nights,55-64,0.312079022,0.96882004,0.180767328
2011,USA,VFR,Air,8-14 nights,65+,0.249663218,2.325168095,0.178779852
2011,USA,VFR,Air,15+ nights,25-34,0.355949633,0.736674823,5.51681e-05
2011,USA,VFR,Air,15+ nights,35-44,1.898761427,96.27726906,0.977430896
2011,USA,VFR,Air,15+ nights,45-54,0.338887706,8.767042354,0.208324027
2011,USA,VFR,Air,15+ nights,55-64,1.028431838,8.132173675,0.124862889
2011,USA,VFR,Air,15+ nights,65+,0.948970218,4.224572756,0.072557878
2011,USA,Holiday,Air,1-3 nights,16-24,1.522325423,3.055244462,0.390375834
2011,USA,Holiday,Air,1-3 nights,25-34,0.404114594,0.811041355,0.148331245
2011,USA,Holiday,Air,1-3 nights,55-64,1.716955198,3.445858409,0.642298854
2011,USA,Holiday,Air,1-3 nights,65+,1.86478136,5.613809149,0.682928685
2011,USA,Holiday,Air,4-7 nights,0-15,1.535106734,4.62134404,0.087993112
2011,USA,Holiday,Air,4-7 nights,16-24,1.219389457,1.680437974,0.101258914
2011,USA,Holiday,Air,4-7 nights,25-34,2.454663286,7.011224355,0.648200775
2011,USA,Holiday,Air,4-7 nights,35-44,3.256868507,15.98852842,4.961901082
2011,USA,Holiday,Air,4-7 nights,45-54,4.322948686,23.22819003,3.436783132
2011,USA,Holiday,Air,4-7 nights,55-64,6.912508818,32.92545055,2.824067174
2011,USA,Holiday,Air,4-7 nights,65+,0.475534649,2.86050937,0.576433664
2011,USA,Holiday,Air,8-14 nights,0-15,0.763467373,5.357947818,0.643634724
2011,USA,Holiday,Air,8-14 nights,16-24,3.361538573,21.78260971,0.700368812
2011,USA,Holiday,Air,8-14 nights,25-34,3.498670446,20.77703162,1.586847897
2011,USA,Holiday,Air,8-14 nights,35-44,7.821548993,54.26800376,10.151716
2011,USA,Holiday,Air,8-14 nights,45-54,12.45528932,92.57313881,15.35687139
2011,USA,Holiday,Air,8-14 nights,55-64,7.721936337,78.19097088,10.96303264
2011,USA,Holiday,Air,8-14 nights,65+,2.811658151,21.39413788,1.779873002
2011,USA,Holiday,Air,15+ nights,16-24,2.416178303,16.27732659,0.48922045
2011,USA,Holiday,Air,15+ nights,35-44,1.185308417,33.19832776,0.431199912
2011,USA,Holiday,Air,15+ nights,45-54,2.984330911,31.7728091,2.036911578
2011,USA,Holiday,Air,15+ nights,55-64,11.42962484,61.38296092,3.121094177
2011,USA,Holiday,Air,15+ nights,65+,5.599772571,58.94224851,5.40802159
2011,USA,Holiday,Sea,1-3 nights,25-34,0.15863378,0.48296164,0.068444318
2011,USA,Holiday,Sea,4-7 nights,45-54,1.57781884,6.404907159,0.426116363
2011,USA,Holiday,Sea,8-14 nights,55-64,0.726122921,5.158267927,0.339623035
2011,USA,Holiday,Sea,15+ nights,55-64,0.726122921,14.00101294,0.865114739
2011,USA,Holiday,Tunnel,8-14 nights,35-44,1.475300129,11.97749719,0.74923789
2011,USA,Holiday,Tunnel,8-14 nights,65+,1.356806057,4.070418171,0.993749916
2011,USA,Business,Air,1-3 nights,16-24,0.460343285,0.910935535,0.048407106
2011,USA,Business,Air,1-3 nights,55-64,0.487056776,0.96379667,0.275591642
2011,USA,Business,Air,4-7 nights,0-15,0.38017086,2.731623676,0.076618951
2011,USA,Business,Air,4-7 nights,25-34,0.76034172,3.512087584,0.636847616
2011,USA,Business,Air,4-7 nights,35-44,2.872962199,10.45270815,3.32652255
2011,USA,Business,Air,4-7 nights,45-54,2.644991344,12.6024571,3.169237816
2011,USA,Business,Air,8-14 nights,25-34,1.921908609,15.91344859,2.716389617
2011,USA,Business,Air,8-14 nights,35-44,0.460040212,1.416645065,0.198136831
2011,USA,Business,Air,8-14 nights,45-54,3.73608205,34.40112744,4.923643168
2011,USA,Business,Air,8-14 nights,55-64,1.303094954,8.168784425,1.522250469
2011,USA,Business,Air,15+ nights,55-64,0.38017086,6.24371126,0.115307728
2011,USA,Business,Air,15+ nights,65+,0.38017086,3.902319537,0.553334298
2011,USA,VFR,Air,1-3 nights,25-34,0.858055786,2.53097891,0.262225938
2011,USA,VFR,Air,4-7 nights,0-15,0.376289285,2.589832275,0.080284428
2011,USA,VFR,Air,4-7 nights,25-34,0.376289285,2.589832275,0.190815547
2011,USA,VFR,Air,4-7 nights,35-44,0.847642238,3.05327704,0.441345364
2011,USA,VFR,Air,4-7 nights,45-54,3.244666903,12.76091623,8.055769047
2011,USA,VFR,Air,4-7 nights,65+,0.376289285,1.849880197,0.024272036
2011,USA,VFR,Air,8-14 nights,25-34,2.09106433,20.35371109,1.222017017
2011,USA,VFR,Air,8-14 nights,45-54,2.715226743,22.56916662,0.818722313
2011,USA,VFR,Air,8-14 nights,55-64,6.293833245,52.45007607,7.144575375
2011,USA,VFR,Air,8-14 nights,65+,0.376289285,3.699760394,0.192309211
2011,USA,VFR,Air,15+ nights,0-15,3.343115173,99.17907405,1.995105127
2011,USA,VFR,Air,15+ nights,16-24,0.822620474,12.94110153,0.305756044
2011,USA,VFR,Air,15+ nights,25-34,2.440732207,49.2835115,0.892155781
2011,USA,VFR,Air,15+ nights,35-44,1.041708431,8.859483385,0.302484866
2011,USA,VFR,Air,15+ nights,45-54,1.373277281,26.13070285,0.312164653
2011,USA,VFR,Air,15+ nights,55-64,2.462074186,33.72936722,0.566544864
2011,USA,VFR,Air,15+ nights,65+,2.242809828,23.48459914,1.419074344
2011,USA,VFR,Tunnel,1-3 nights,45-54,1.314627808,2.629255616,0.32997158
2011,USA,VFR,Tunnel,15+ nights,45-54,0.636727879,8.27746243,0.103928139
2011,USA,Study,Air,4-7 nights,16-24,0.665117082,3.869338793,0.300126731
2011,USA,Study,Air,15+ nights,16-24,0.396449016,0.384392362,0.042097499
2011,USA,Other,Air,1-3 nights,35-44,0.141858786,0.1464299,0.019899517
2011,USA,Other,Air,8-14 nights,16-24,1.486386158,15.34281968,0.409288988
2011,USA,Other,Air,8-14 nights,35-44,0.372707685,1.923587212,0.121561717
2011,USA,Other,Air,8-14 nights,45-54,1.518558114,16.40810155,1.006479259
2011,USA,Other,Air,8-14 nights,55-64,0.462906566,6.211696415,0.72871634
2011,USA,Other,Air,15+ nights,16-24,0.361121536,122.2646085,7.322754571
2011,USA,Other,Air,15+ nights,25-34,2.788323928,43.17258103,0.912654319
2011,USA,Other,Sea,8-14 nights,65+,0.667801729,0.667801729,0.008904023
2011,USA,Holiday,Air,1-3 nights,35-44,0.485824807,0.971099662,0.814266478
2011,USA,Holiday,Air,4-7 nights,16-24,0.365880589,0.731347003,0.113064389
2011,USA,Holiday,Air,4-7 nights,35-44,1.020473957,4.079585486,0.710787824
2011,USA,Holiday,Air,4-7 nights,45-54,2.073062948,7.261077335,1.617529416
2011,USA,Holiday,Air,4-7 nights,65+,0.365880589,1.462694005,0.114844659
2011,USA,Holiday,Air,8-14 nights,35-44,1.297523535,6.09805158,0.789724716
2011,USA,Holiday,Air,8-14 nights,45-54,2.706561855,7.524720913,0.574641464
2011,USA,Holiday,Air,8-14 nights,55-64,0.889965521,2.090942298,0.242558612
2011,USA,Holiday,Air,8-14 nights,65+,0.540306273,5.691843443,0.617966341
2011,USA,Holiday,Air,15+ nights,25-34,1.46682407,10.77104768,0.577226807
2011,USA,Holiday,Air,15+ nights,45-54,0.567739764,1.118236551,0.083903067
2011,USA,Holiday,Air,15+ nights,65+,0.370872826,1.482651653,0.117870443
2011,USA,Holiday,Tunnel,4-7 nights,35-44,1.463756568,5.97298703,0.793736708
2011,USA,Business,Air,1-3 nights,45-54,0.256257138,0.772396157,0.03617813
2011,USA,Business,Air,1-3 nights,55-64,0.84747606,1.702943787,0.369192856
2011,USA,Business,Air,4-7 nights,16-24,0.266113182,1.336839502,1.874722847
2011,USA,Business,Air,4-7 nights,25-34,0.209404923,0.837559098,0.024108558
2011,USA,Business,Air,4-7 nights,35-44,1.343541637,6.606391531,0.845101752
2011,USA,Business,Air,4-7 nights,45-54,4.214761128,17.60436465,1.626600845
2011,USA,Business,Air,8-14 nights,25-34,0.252596104,3.553019259,1.150075908
2011,USA,Business,Air,15+ nights,35-44,0.338696567,0.680587031,0.105389266
2011,USA,Business,Air,15+ nights,45-54,0.338696567,6.465576794,1.062558647
2011,USA,Business,Air,15+ nights,55-64,0.338696567,4.083522186,0.260004105
2011,USA,Business,Tunnel,8-14 nights,35-44,1.214713736,6.07356868,1.065347122
2011,USA,VFR,Air,1-3 nights,25-34,0.266845956,0.811473897,0.083097796
2011,USA,VFR,Air,1-3 nights,35-44,0.338405952,1.029086594,0.069913695
2011,USA,VFR,Air,1-3 nights,45-54,1.41799622,4.312101762,0.164340012
2011,USA,VFR,Air,1-3 nights,55-64,4.623143239,9.372598611,3.331300364
2011,USA,VFR,Air,4-7 nights,25-34,0.339629209,2.065612997,0.113635367
2011,USA,VFR,Air,4-7 nights,45-54,3.84137508,23.36310918,0.673606647
2011,USA,VFR,Air,4-7 nights,55-64,0.338405952,2.401202052,0.34615805
2011,USA,VFR,Air,8-14 nights,35-44,0.540940368,3.838310513,0.189244115
2011,USA,VFR,Air,8-14 nights,45-54,0.338405952,3.087259781,0.220995484
2011,USA,VFR,Air,8-14 nights,55-64,0.566220703,6.3665229,0.205645562
2011,USA,VFR,Air,8-14 nights,65+,0.896583824,7.924662066,0.947863142
2011,USA,VFR,Air,15+ nights,55-64,2.172350431,8.808106339,0.110339452
2011,USA,VFR,Air,15+ nights,65+,0.540940368,1.64499022,0.030731543
2011,USA,Study,Air,8-14 nights,16-24,0.983449487,17.18206832,1.70084835
2012,USA,Holiday,Air,1-3 nights,35-44,0.221406172,0.656163809,0.114356818
2012,USA,Holiday,Air,1-3 nights,45-54,0.2296786,0.680680143,0.157097769
2012,USA,Holiday,Air,4-7 nights,35-44,0.729267311,3.09252289,0.59475396
2012,USA,Holiday,Air,4-7 nights,45-54,0.2296786,1.134466905,0.195922609
2012,USA,Holiday,Air,8-14 nights,25-34,1.509969391,11.45952081,0.824345868
2012,USA,Holiday,Air,8-14 nights,35-44,0.331588821,1.965406672,0.218397899
2012,USA,Holiday,Air,8-14 nights,45-54,0.834317445,5.52366454,0.664008337
2012,USA,Holiday,Air,8-14 nights,55-64,0.69584227,4.811828523,0.269436977
2012,USA,Holiday,Air,15+ nights,16-24,1.171112064,5.612902752,0.268920939
2012,USA,Holiday,Air,15+ nights,25-34,0.778410943,21.53120119,0.572239745
2012,USA,Holiday,Sea,4-7 nights,25-34,1.30996371,5.411853769,0.797950013
2012,USA,Business,Air,1-3 nights,16-24,0.434814106,1.303697799,0.015157769
2012,USA,Business,Air,1-3 nights,25-34,0.220606793,0.661442641,0.091186509
2012,USA,Business,Air,1-3 nights,35-44,2.757119934,8.266638872,1.414251009
2012,USA,Business,Air,4-7 nights,25-34,0.719833404,0.719422555,0.00952063
2012,USA,Business,Air,4-7 nights,35-44,0.672778852,4.265802252,0.981086802
2012,USA,Business,Air,4-7 nights,45-54,0.434814106,1.738263733,0.11787651
2012,USA,Business,Air,4-7 nights,55-64,0.220606793,0.881923521,0.011645506
2012,USA,Business,Air,8-14 nights,25-34,0.452172059,0.451913979,0.049407451
2012,USA,Business,Air,8-14 nights,35-44,0.220606793,1.763847041,1.528197994
2012,USA,Business,Air,8-14 nights,45-54,0.42425574,0.424013594,0.077405835
2012,USA,VFR,Air,4-7 nights,16-24,0.455763159,3.373533354,0.10281481
2012,USA,VFR,Air,4-7 nights,35-44,0.227881579,1.297512829,0.010759689
2012,USA,VFR,Air,4-7 nights,45-54,0.328994449,1.498583672,0.14037997
2012,USA,VFR,Air,8-14 nights,0-15,0.219673875,1.751091691,0.046386574
2012,USA,VFR,Air,8-14 nights,16-24,0.729708997,2.174665938,0.161863616
2012,USA,VFR,Air,8-14 nights,25-34,3.742110509,34.86945199,2.551219576
2012,USA,VFR,Air,8-14 nights,45-54,0.779254331,6.822888482,0.309884195
2012,USA,VFR,Air,8-14 nights,55-64,1.803023885,15.66225845,1.336047134
2012,USA,VFR,Air,8-14 nights,65+,0.66722933,7.829607512,0.466232758
2012,USA,VFR,Air,15+ nights,25-34,0.279449115,7.00096416,0.00439817
2012,USA,VFR,Air,15+ nights,45-54,2.745460433,131.309732,5.804545766
2012,USA,VFR,Air,15+ nights,65+,2.016236213,48.21621788,4.791677905
2012,USA,Other,Air,8-14 nights,16-24,0.221156352,1.740331757,0.144440056
2012,USA,Other,Air,8-14 nights,35-44,0.534271533,4.729847997,0.146671123
2012,USA,Other,Air,8-14 nights,55-64,0.436971841,0.859658747,0.045520756
2012,USA,Holiday,Air,1-3 nights,16-24,1.013910655,2.028650418,0.422661754
2012,USA,Holiday,Air,1-3 nights,55-64,0.929637374,1.860034942,0.282944575
2012,USA,Holiday,Air,4-7 nights,16-24,0.260258198,0.520729218,0.078712747
2012,USA,Holiday,Air,4-7 nights,25-34,3.532772827,13.13781697,1.283008205
2012,USA,Holiday,Air,4-7 nights,45-54,3.315348102,14.12353365,2.244809027
2012,USA,Holiday,Air,4-7 nights,65+,3.415850195,22.35854008,3.412661059
2012,USA,Holiday,Air,8-14 nights,16-24,3.94707043,28.57857685,1.372383484
2012,USA,Holiday,Air,8-14 nights,25-34,1.861650868,12.92413422,0.987917368
2012,USA,Holiday,Air,8-14 nights,35-44,4.721804927,38.60911182,3.191147703
2012,USA,Holiday,Air,8-14 nights,45-54,5.959629428,42.02030621,7.291824108
2012,USA,Holiday,Air,8-14 nights,55-64,3.240353473,20.15398955,1.496279633
2012,USA,Holiday,Air,8-14 nights,65+,9.926871247,95.15649368,9.550949811
2012,USA,Holiday,Air,15+ nights,16-24,0.31770779,2.22486383,0.061959141
2012,USA,Holiday,Air,15+ nights,25-34,0.260258198,0.781093827,0.020629115
2012,USA,Holiday,Air,15+ nights,35-44,1.912776036,18.49561948,1.046150987
2012,USA,Holiday,Air,15+ nights,45-54,0.260258198,1.041458436,0.064038465
2012,USA,Holiday,Air,15+ nights,55-64,1.490955542,29.66041545,1.425017136
2012,USA,Holiday,Air,15+ nights,65+,0.988046483,5.836541019,0.184425632
2012,USA,Holiday,Sea,4-7 nights,25-34,0.155331116,0.311378236,0.024706577
2012,USA,Holiday,Sea,8-14 nights,16-24,0.788894791,3.95356505,0.124059048
2012,USA,Holiday,Sea,15+ nights,25-34,2.132484332,17.09919371,0.428403535
2012,USA,Holiday,Sea,15+ nights,45-54,0.788894791,3.95356505,0.167838897
2012,USA,Business,Air,1-3 nights,25-34,0.679903324,1.359152191,0.417565287
2012,USA,Business,Air,1-3 nights,35-44,1.028335951,1.72437089,0.540910131
2012,USA,Business,Air,4-7 nights,25-34,2.42520467,10.61556781,1.0742418
2012,USA,Business,Air,4-7 nights,35-44,2.349700473,8.498416149,1.743421013
2012,USA,Business,Air,4-7 nights,45-54,0.251175558,0.50210934,0.084057619
2012,USA,Business,Air,4-7 nights,55-64,3.093025956,21.33428859,4.10104696
2012,USA,Business,Air,8-14 nights,0-15,0.348432627,4.179179178,0.822909486
2012,USA,Business,Air,8-14 nights,25-34,1.552017188,10.16755659,1.650557822
2012,USA,Business,Air,8-14 nights,35-44,0.573713834,5.509204347,0.713500988
2012,USA,Business,Air,8-14 nights,45-54,0.930316326,2.450198779,0.431562569
2012,USA,Business,Air,15+ nights,25-34,0.664165241,10.16724029,0.053024066
2012,USA,Business,Air,15+ nights,35-44,0.679903324,20.38728286,0.272682288
2012,USA,Business,Air,15+ nights,45-54,0.324594857,3.893263603,1.6318443
2012,USA,VFR,Air,1-3 nights,65+,0.351633001,0.348604675,0.019330218
2012,USA,VFR,Air,4-7 nights,25-34,1.024068324,4.440165289,0.276476922
2012,USA,VFR,Air,4-7 nights,45-54,2.177143014,8.121873632,1.276632196
2012,USA,VFR,Air,4-7 nights,55-64,0.327576279,0.649510267,0.034394076
2012,USA,VFR,Air,4-7 nights,65+,2.811999014,19.514471,4.679654901
2012,USA,VFR,Air,8-14 nights,0-15,0.351633001,4.531860771,0.062559613
2012,USA,VFR,Air,8-14 nights,16-24,3.163632016,26.48445284,0.962064578
2012,USA,VFR,Air,8-14 nights,25-34,0.403264018,2.398746211,0.103788953
2012,USA,VFR,Air,8-14 nights,35-44,0.605115621,5.885663773,0.241329711
2012,USA,VFR,Air,8-14 nights,45-54,0.327576279,2.922796201,0.103135321
2012,USA,VFR,Air,8-14 nights,55-64,0.895962129,5.138439058,0.046860658
2012,USA,VFR,Air,8-14 nights,65+,0.351633001,4.880465446,0.356730379
2012,USA,VFR,Air,15+ nights,35-44,0.447050336,23.93281393,0.900359397
2012,USA,VFR,Air,15+ nights,45-54,0.327576279,4.221816735,0.283226508
2012,USA,VFR,Air,15+ nights,55-64,0.447050336,6.648003868,0.185433821
2012,USA,VFR,Air,15+ nights,65+,3.310382396,30.34010866,1.387911221
2012,USA,Study,Air,15+ nights,16-24,3.435654115,326.8878342,13.44574883
2012,USA,Other,Air,4-7 nights,35-44,3.484776587,21.24020502,0.052423816
2012,USA,Holiday,Air,1-3 nights,16-24,4.167236112,12.56782624,2.11541677
2012,USA,Holiday,Air,1-3 nights,25-34,2.441806435,6.649778542,1.03308559
2012,USA,Holiday,Air,1-3 nights,35-44,1.529908425,4.613998999,1.801234056
2012,USA,Holiday,Air,1-3 nights,45-54,0.517121817,1.039713448,0.123754444
2012,USA,Holiday,Air,1-3 nights,55-64,1.114935404,2.241663948,0.713013591
2012,USA,Holiday,Air,1-3 nights,65+,0.485978413,0.490992135,0.00723234
2012,USA,Holiday,Air,4-7 nights,0-15,1.418588057,3.929096713,0.348989589
2012,USA,Holiday,Air,4-7 nights,16-24,0.389981477,1.576019289,0.123502985
2012,USA,Holiday,Air,4-7 nights,25-34,1.825608408,6.18464197,0.888146903
2012,USA,Holiday,Air,4-7 nights,35-44,0.779146578,5.065703115,0.81900164
2012,USA,Holiday,Air,4-7 nights,45-54,1.896805252,6.15527529,1.068682233
2012,USA,Holiday,Air,4-7 nights,55-64,4.899319557,18.4039155,2.225872213
2012,USA,Holiday,Air,4-7 nights,65+,5.195116383,19.44007242,4.626819487
2012,USA,Holiday,Air,8-14 nights,0-15,0.393897785,1.18794299,0.047886001
2012,USA,Holiday,Air,8-14 nights,16-24,9.488845506,48.75011001,8.217721414
2012,USA,Holiday,Air,8-14 nights,25-34,2.803828985,13.39724535,1.696323218
2012,USA,Holiday,Air,8-14 nights,35-44,1.114082149,6.816645305,0.385921145
2012,USA,Holiday,Air,8-14 nights,45-54,5.483895799,31.61325889,2.957072592
2012,USA,Holiday,Air,8-14 nights,55-64,14.27918379,161.2610891,19.30393556
2012,USA,Holiday,Air,8-14 nights,65+,2.643229544,19.41273972,2.493436632
2012,USA,Holiday,Air,15+ nights,16-24,1.20485968,9.351055256,0.758995623
2012,USA,Holiday,Air,15+ nights,25-34,1.646232001,20.7924877,5.347355964
2012,USA,Holiday,Air,15+ nights,35-44,1.985753556,19.55166937,0.392788655
